

----------------------------------------------------
STRUCTURE by Pritchard, Stephens and Donnelly (2000)
     and Falush, Stephens and Pritchard (2003)
       Code by Pritchard, Falush and Hubisz
             Version 2.3.4 (Jul 2012)
----------------------------------------------------


Reading file "mainparams_primary".
datafile is
Albania_2000_STRUCTURE.txt
Reading file "extraparams_primary".
Reading file "Albania_2000_STRUCTURE.txt".


Data file "Albania_2000_STRUCTURE.txt" (truncated) --

Ind:   Label Pop : Genotype_data . . . .
  1: CP00019943    2  : 93 170 150 120 100 110 120  . . . . 242
  1: CP00019943    2  : 93 230 160 130 110 140 130  . . . . 302
  2: CP00019945    2  : 60 190 180 130 120 140 132  . . . . 200
  2: CP00019945    2  : 93 200 180 140 120 180 150  . . . . 302
323200:    1.00    7.853    0.025      -125763    0 
323300:    1.00    7.561    0.026      -125766    0 
323400:    1.00    7.496    0.030      -125768    0 
323500:    1.00    7.511    0.026      -125761    0 
323600:    1.00    7.329    0.030      -125771    0 
323700:    1.00    7.272    0.028      -125775    0 
323800:    1.00    7.650    0.032      -125766    0 
323900:    1.00    7.827    0.025      -125762    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
324000:    1.00    8.188    0.035      -125778    0 
324100:    1.00    8.990    0.039      -125757    0 
324200:    1.00    9.058    0.037      -125758    0 
324300:    1.00    8.936    0.029      -125752    0 
324400:    1.00    9.148    0.031      -125756    0 
324500:    1.00    8.862    0.029      -125770    0 
324600:    1.00    8.611    0.029      -125769    0 
324700:    1.00    8.569    0.032      -125755    0 
324800:    1.00    8.273    0.027      -125772    0 
324900:    1.00    8.496    0.027      -125777    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
325000:    1.00    8.067    0.026      -125757    0 
325100:    1.00    7.769    0.024      -125761    0 
325200:    1.00    8.073    0.026      -125770    0 
325300:    1.00    8.135    0.025      -125778    0 
325400:    1.00    8.414    0.030      -125740    0 
325500:    1.00    8.515    0.033      -125771    0 
325600:    1.00    8.410    0.032      -125761    0 
325700:    1.00    8.555    0.026      -125768    0 
325800:    1.00    8.619    0.025      -125767    0 
325900:    1.00    8.657    0.036      -125785    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
326000:    1.00    8.301    0.038      -125767    0 
326100:    1.00    8.130    0.035      -125773    0 
326200:    1.00    7.929    0.030      -125776    0 
326300:    1.00    7.892    0.032      -125758    0 
326400:    1.00    7.799    0.035      -125771    0 
326500:    1.00    8.138    0.045      -125764    0 
326600:    1.00    7.902    0.029      -125773    0 
326700:    1.00    7.609    0.027      -125760    0 
326800:    1.00    7.805    0.028      -125766    0 
326900:    1.00    7.861    0.031      -125777    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
327000:    1.00    7.929    0.028      -125749    0 
327100:    1.00    8.194    0.032      -125768    0 
327200:    1.00    8.340    0.033      -125774    0 
327300:    1.00    8.142    0.037      -125766    0 
327400:    1.00    8.410    0.038      -125743    0 
327500:    1.00    8.479    0.032      -125748    0 
327600:    1.00    8.778    0.027      -125771    0 
327700:    1.00    8.781    0.026      -125769    0 
327800:    1.00    8.360    0.026      -125773    0 
327900:    1.00    8.589    0.034      -125784    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
328000:    1.00    9.009    0.038      -125763    0 
328100:    1.00    8.836    0.028      -125753    0 
328200:    1.00    8.749    0.031      -125765    0 
328300:    1.00    8.874    0.032      -125771    0 
328400:    1.00    9.206    0.030      -125761    0 
328500:    1.00    9.311    0.024      -125762    0 
328600:    1.00    9.347    0.021      -125769    0 
328700:    1.00    9.525    0.023      -125753    0 
328800:    1.00    9.762    0.042      -125769    0 
328900:    1.00    9.522    0.027      -125751    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
329000:    1.00    9.340    0.025      -125757    0 
329100:    1.00    9.539    0.039      -125756    0 
329200:    1.00    9.722    0.032      -125767    0 
329300:    1.00    9.881    0.027      -125748    0 
329400:    1.00    9.637    0.031      -125752    0 
329500:    1.00    9.799    0.029      -125774    0 
329600:    1.00    9.754    0.026      -125760    0 
329700:    1.00    9.794    0.026      -125759    0 
329800:    1.00    9.878    0.018      -125749    0 
329900:    1.00    9.901    0.025      -125782    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
330000:    1.00    9.910    0.020      -125784    0 
330100:    1.00    9.913    0.022      -125749    0 
330200:    1.00    9.731    0.025      -125761    0 
330300:    1.00    9.886    0.024      -125770    0 
330400:    1.00    9.974    0.028      -125753    0 
330500:    1.00    9.842    0.032      -125762    0 
330600:    1.00    9.604    0.033      -125760    0 
330700:    1.00    9.681    0.042      -125760    0 
330800:    1.00    9.735    0.037      -125769    0 
330900:    1.00    9.955    0.031      -125741    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
331000:    1.00    9.707    0.030      -125765    0 
331100:    1.00    9.582    0.027      -125764    0 
331200:    1.00    9.396    0.028      -125747    0 
331300:    1.00    9.551    0.020      -125751    0 
331400:    1.00    9.335    0.028      -125756    0 
331500:    1.00    9.153    0.027      -125774    0 
331600:    1.00    9.227    0.025      -125755    0 
331700:    1.00    8.919    0.033      -125755    0 
331800:    1.00    8.757    0.034      -125762    0 
331900:    1.00    8.540    0.037      -125764    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
332000:    1.00    8.718    0.032      -125774    0 
332100:    1.00    8.517    0.037      -125751    0 
332200:    1.00    8.750    0.043      -125772    0 
332300:    1.00    8.571    0.035      -125766    0 
332400:    1.00    8.755    0.031      -125767    0 
332500:    1.00    8.783    0.043      -125765    0 
332600:    1.00    9.042    0.034      -125763    0 
332700:    1.00    9.072    0.032      -125753    0 
332800:    1.00    8.643    0.039      -125769    0 
332900:    1.00    8.597    0.039      -125775    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
333000:    1.00    8.435    0.034      -125756    0 
333100:    1.00    8.383    0.030      -125757    0 
333200:    1.00    8.190    0.030      -125774    0 
333300:    1.00    7.948    0.032      -125753    0 
333400:    1.00    8.344    0.028      -125758    0 
333500:    1.00    8.290    0.036      -125767    0 
333600:    1.00    8.300    0.030      -125757    0 
333700:    1.00    8.064    0.033      -125769    0 
333800:    1.00    7.789    0.030      -125752    0 
333900:    1.00    7.866    0.035      -125769    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
334000:    1.00    7.435    0.027      -125763    0 
334100:    1.00    6.777    0.027      -125753    0 
334200:    1.00    6.762    0.030      -125774    0 
334300:    1.00    6.828    0.025      -125780    0 
334400:    1.00    7.121    0.024      -125766    0 
334500:    1.00    7.656    0.024      -125760    0 
334600:    1.00    7.829    0.026      -125770    0 
334700:    1.00    7.749    0.027      -125762    0 
334800:    1.00    7.488    0.028      -125752    0 
334900:    1.00    7.350    0.025      -125761    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
335000:    1.00    7.362    0.025      -125768    0 
335100:    1.00    7.391    0.028      -125774    0 
335200:    1.00    7.035    0.027      -125757    0 
335300:    1.00    6.507    0.023      -125746    0 
335400:    1.00    6.408    0.026      -125778    0 
335500:    1.00    6.546    0.026      -125767    0 
335600:    1.00    6.576    0.026      -125755    0 
335700:    1.00    6.269    0.025      -125748    0 
335800:    1.00    6.283    0.025      -125768    0 
335900:    1.00    6.468    0.026      -125756    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
336000:    1.00    6.506    0.025      -125764    0 
336100:    1.00    6.636    0.020      -125769    0 
336200:    1.00    6.480    0.026      -125762    0 
336300:    1.00    6.749    0.032      -125782    0 
336400:    1.00    7.105    0.033      -125770    0 
336500:    1.00    6.839    0.028      -125771    0 
336600:    1.00    6.973    0.020      -125753    0 
336700:    1.00    7.063    0.022      -125749    0 
336800:    1.00    6.919    0.019      -125769    0 
336900:    1.00    7.015    0.021      -125760    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
337000:    1.00    6.718    0.024      -125757    0 
337100:    1.00    6.947    0.024      -125755    0 
337200:    1.00    6.783    0.025      -125763    0 
337300:    1.00    6.520    0.034      -125757    0 
337400:    1.00    6.819    0.034      -125768    0 
337500:    1.00    6.604    0.037      -125788    0 
337600:    1.00    6.395    0.046      -125765    0 
337700:    1.00    6.226    0.034      -125766    0 
337800:    1.00    5.867    0.034      -125769    0 
337900:    1.00    5.829    0.037      -125772    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
338000:    1.00    5.619    0.034      -125763    0 
338100:    1.00    5.663    0.039      -125759    0 
338200:    1.00    5.308    0.033      -125749    0 
338300:    1.00    5.467    0.033      -125772    0 
338400:    1.00    5.182    0.031      -125758    0 
338500:    1.00    4.669    0.036      -125756    0 
338600:    1.00    4.650    0.033      -125797    0 
338700:    1.00    4.854    0.030      -125751    0 
338800:    1.00    4.854    0.029      -125764    0 
338900:    1.00    4.346    0.028      -125760    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
339000:    1.00    4.357    0.035      -125765    0 
339100:    1.00    4.479    0.041      -125759    0 
339200:    1.00    4.309    0.037      -125754    0 
339300:    1.00    4.428    0.029      -125757    0 
339400:    1.00    4.397    0.030      -125761    0 
339500:    1.00    4.542    0.026      -125756    0 
339600:    1.00    4.437    0.027      -125744    0 
339700:    1.00    4.303    0.026      -125769    0 
339800:    1.00    4.357    0.026      -125767    0 
339900:    1.00    4.781    0.029      -125764    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
340000:    1.00    5.062    0.031      -125783    0 
340100:    1.00    5.139    0.031      -125749    0 
340200:    1.00    4.947    0.031      -125754    0 
340300:    1.00    5.106    0.035      -125768    0 
340400:    1.00    5.102    0.040      -125770    0 
340500:    1.00    5.190    0.046      -125768    0 
340600:    1.00    4.947    0.041      -125758    0 
340700:    1.00    5.196    0.034      -125771    0 
340800:    1.00    4.727    0.029      -125760    0 
340900:    1.00    4.907    0.033      -125755    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
341000:    1.00    4.831    0.038      -125759    0 
341100:    1.00    5.206    0.039      -125770    0 
341200:    1.00    5.484    0.042      -125768    0 
341300:    1.00    5.654    0.036      -125760    0 
341400:    1.00    5.985    0.035      -125762    0 
341500:    1.00    5.925    0.027      -125768    0 
341600:    1.00    5.896    0.037      -125770    0 
341700:    1.00    5.959    0.033      -125761    0 
341800:    1.00    6.333    0.034      -125773    0 
341900:    1.00    6.565    0.034      -125776    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
342000:    1.00    6.946    0.033      -125763    0 
342100:    1.00    6.936    0.026      -125750    0 
342200:    1.00    6.732    0.033      -125769    0 
342300:    1.00    6.734    0.030      -125769    0 
342400:    1.00    7.401    0.032      -125766    0 
342500:    1.00    7.373    0.037      -125755    0 
342600:    1.00    7.253    0.028      -125753    0 
342700:    1.00    7.133    0.025      -125754    0 
342800:    1.00    7.090    0.031      -125773    0 
342900:    1.00    7.030    0.037      -125759    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
343000:    1.00    6.677    0.034      -125767    0 
343100:    1.00    6.837    0.028      -125760    0 
343200:    1.00    7.003    0.031      -125763    0 
343300:    1.00    6.669    0.027      -125756    0 
343400:    1.00    6.598    0.027      -125765    0 
343500:    1.00    6.429    0.026      -125780    0 
343600:    1.00    6.586    0.028      -125772    0 
343700:    1.00    6.446    0.027      -125765    0 
343800:    1.00    6.595    0.022      -125760    0 
343900:    1.00    6.961    0.026      -125780    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
344000:    1.00    6.542    0.030      -125755    0 
344100:    1.00    6.821    0.033      -125788    0 
344200:    1.00    6.877    0.021      -125760    0 
344300:    1.00    6.734    0.027      -125750    0 
344400:    1.00    6.591    0.040      -125762    0 
344500:    1.00    5.967    0.023      -125770    0 
344600:    1.00    5.747    0.028      -125779    0 
344700:    1.00    5.805    0.027      -125765    0 
344800:    1.00    6.128    0.027      -125765    0 
344900:    1.00    5.700    0.026      -125752    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
345000:    1.00    5.316    0.030      -125782    0 
345100:    1.00    5.062    0.030      -125752    0 
345200:    1.00    5.270    0.025      -125780    0 
345300:    1.00    5.039    0.021      -125764    0 
345400:    1.00    5.098    0.020      -125748    0 
345500:    1.00    4.780    0.022      -125785    0 
345600:    1.00    4.371    0.031      -125766    0 
345700:    1.00    4.274    0.024      -125752    0 
345800:    1.00    4.524    0.030      -125769    0 
345900:    1.00    4.677    0.035      -125752    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
346000:    1.00    4.233    0.030      -125784    0 
346100:    1.00    4.360    0.032      -125763    0 
346200:    1.00    4.433    0.038      -125767    0 
346300:    1.00    4.519    0.042      -125770    0 
346400:    1.00    4.579    0.037      -125769    0 
346500:    1.00    4.445    0.037      -125759    0 
346600:    1.00    4.860    0.034      -125774    0 
346700:    1.00    5.023    0.030      -125757    0 
346800:    1.00    5.566    0.041      -125768    0 
346900:    1.00    5.444    0.033      -125769    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
347000:    1.00    5.471    0.029      -125757    0 
347100:    1.00    5.629    0.027      -125768    0 
347200:    1.00    5.639    0.029      -125784    0 
347300:    1.00    5.392    0.032      -125748    0 
347400:    1.00    5.382    0.030      -125761    0 
347500:    1.00    5.752    0.035      -125755    0 
347600:    1.00    5.777    0.031      -125773    0 
347700:    1.00    5.700    0.025      -125770    0 
347800:    1.00    6.010    0.032      -125758    0 
347900:    1.00    5.866    0.035      -125754    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
348000:    1.00    5.821    0.035      -125770    0 
348100:    1.00    6.050    0.039      -125757    0 
348200:    1.00    6.130    0.033      -125746    0 
348300:    1.00    6.125    0.033      -125761    0 
348400:    1.00    5.994    0.024      -125762    0 
348500:    1.00    5.999    0.024      -125774    0 
348600:    1.00    6.218    0.028      -125738    0 
348700:    1.00    6.381    0.026      -125765    0 
348800:    1.00    6.208    0.020      -125778    0 
348900:    1.00    5.768    0.017      -125782    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
349000:    1.00    5.871    0.023      -125752    0 
349100:    1.00    5.774    0.030      -125763    0 
349200:    1.00    5.947    0.045      -125769    0 
349300:    1.00    6.277    0.026      -125746    0 
349400:    1.00    6.437    0.024      -125767    0 
349500:    1.00    6.341    0.028      -125784    0 
349600:    1.00    6.393    0.034      -125769    0 
349700:    1.00    6.425    0.035      -125765    0 
349800:    1.00    6.189    0.034      -125774    0 
349900:    1.00    6.146    0.039      -125776    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
350000:    1.00    6.478    0.032      -125761    0 
350100:    1.00    6.481    0.025      -125783    0 
350200:    1.00    6.402    0.025      -125756    0 
350300:    1.00    6.335    0.025      -125759    0 
350400:    1.00    6.328    0.032      -125750    0 
350500:    1.00    6.296    0.031      -125762    0 
350600:    1.00    6.272    0.035      -125779    0 
350700:    1.00    6.176    0.039      -125770    0 
350800:    1.00    6.273    0.030      -125766    0 
350900:    1.00    5.851    0.033      -125757    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
351000:    1.00    5.601    0.030      -125758    0 
351100:    1.00    5.820    0.032      -125742    0 
351200:    1.00    6.067    0.028      -125748    0 
351300:    1.00    6.033    0.034      -125763    0 
351400:    1.00    6.057    0.026      -125771    0 
351500:    1.00    5.741    0.026      -125749    0 
351600:    1.00    6.058    0.030      -125760    0 
351700:    1.00    6.000    0.035      -125756    0 
351800:    1.00    5.950    0.037      -125753    0 
351900:    1.00    6.402    0.037      -125781    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
352000:    1.00    5.886    0.036      -125744    0 
352100:    1.00    6.044    0.040      -125758    0 
352200:    1.00    5.861    0.029      -125763    0 
352300:    1.00    5.766    0.030      -125778    0 
352400:    1.00    5.883    0.038      -125769    0 
352500:    1.00    5.685    0.035      -125761    0 
352600:    1.00    5.439    0.039      -125773    0 
352700:    1.00    5.414    0.032      -125750    0 
352800:    1.00    5.431    0.033      -125754    0 
352900:    1.00    4.908    0.026      -125777    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
353000:    1.00    5.239    0.029      -125761    0 
353100:    1.00    5.115    0.026      -125755    0 
353200:    1.00    5.026    0.023      -125759    0 
353300:    1.00    5.308    0.022      -125765    0 
353400:    1.00    5.610    0.033      -125755    0 
353500:    1.00    5.730    0.029      -125756    0 
353600:    1.00    6.328    0.028      -125783    0 
353700:    1.00    5.985    0.032      -125773    0 
353800:    1.00    5.941    0.033      -125766    0 
353900:    1.00    5.986    0.025      -125752    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
354000:    1.00    6.114    0.030      -125755    0 
354100:    1.00    5.998    0.028      -125752    0 
354200:    1.00    6.408    0.026      -125772    0 
354300:    1.00    6.529    0.027      -125749    0 
354400:    1.00    6.907    0.027      -125772    0 
354500:    1.00    6.342    0.027      -125769    0 
354600:    1.00    6.230    0.028      -125760    0 
354700:    1.00    6.007    0.023      -125752    0 
354800:    1.00    5.652    0.034      -125764    0 
354900:    1.00    5.614    0.031      -125775    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
355000:    1.00    5.484    0.035      -125760    0 
355100:    1.00    5.620    0.028      -125769    0 
355200:    1.00    5.542    0.027      -125782    0 
355300:    1.00    5.433    0.028      -125775    0 
355400:    1.00    5.050    0.028      -125758    0 
355500:    1.00    4.885    0.024      -125759    0 
355600:    1.00    4.944    0.024      -125768    0 
355700:    1.00    5.196    0.026      -125756    0 
355800:    1.00    5.093    0.040      -125751    0 
355900:    1.00    5.045    0.036      -125760    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
356000:    1.00    5.083    0.034      -125774    0 
356100:    1.00    5.288    0.040      -125784    0 
356200:    1.00    5.455    0.031      -125761    0 
356300:    1.00    5.428    0.029      -125776    0 
356400:    1.00    5.928    0.027      -125751    0 
356500:    1.00    5.750    0.031      -125748    0 
356600:    1.00    5.283    0.034      -125765    0 
356700:    1.00    5.136    0.038      -125743    0 
356800:    1.00    4.912    0.042      -125762    0 
356900:    1.00    4.769    0.035      -125770    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
357000:    1.00    4.729    0.045      -125756    0 
357100:    1.00    5.020    0.035      -125782    0 
357200:    1.00    4.839    0.035      -125757    0 
357300:    1.00    5.012    0.031      -125782    0 
357400:    1.00    4.981    0.035      -125780    0 
357500:    1.00    5.003    0.026      -125745    0 
357600:    1.00    4.598    0.028      -125748    0 
357700:    1.00    4.751    0.029      -125758    0 
357800:    1.00    4.851    0.024      -125768    0 
357900:    1.00    4.618    0.032      -125755    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
358000:    1.00    4.589    0.028      -125769    0 
358100:    1.00    4.537    0.033      -125748    0 
358200:    1.00    4.208    0.037      -125752    0 
358300:    1.00    4.518    0.032      -125761    0 
358400:    1.00    4.259    0.038      -125772    0 
358500:    1.00    3.993    0.034      -125766    0 
358600:    1.00    3.592    0.031      -125758    0 
358700:    1.00    3.880    0.034      -125764    0 
358800:    1.00    4.021    0.033      -125744    0 
358900:    1.00    4.192    0.032      -125773    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
359000:    1.00    3.746    0.027      -125744    0 
359100:    1.00    3.517    0.023      -125739    0 
359200:    1.00    3.417    0.024      -125757    0 
359300:    1.00    3.320    0.025      -125774    0 
359400:    1.00    3.076    0.018      -125770    0 
359500:    1.00    3.619    0.020      -125754    0 
359600:    1.00    3.371    0.021      -125759    0 
359700:    1.00    3.788    0.023      -125756    0 
359800:    1.00    3.552    0.021      -125760    0 
359900:    1.00    3.346    0.020      -125750    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
360000:    1.00    3.534    0.028      -125757    0 
360100:    1.00    3.832    0.021      -125751    0 
360200:    1.00    3.956    0.025      -125747    0 
360300:    1.00    3.881    0.024      -125759    0 
360400:    1.00    3.492    0.029      -125781    0 
360500:    1.00    3.513    0.031      -125792    0 
360600:    1.00    3.701    0.038      -125756    0 
360700:    1.00    3.935    0.029      -125766    0 
360800:    1.00    4.166    0.028      -125785    0 
360900:    1.00    3.623    0.021      -125764    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
361000:    1.00    3.425    0.017      -125754    0 
361100:    1.00    2.899    0.021      -125754    0 
361200:    1.00    2.956    0.021      -125753    0 
361300:    1.00    2.745    0.022      -125774    0 
361400:    1.00    2.490    0.024      -125767    0 
361500:    1.00    2.092    0.034      -125751    0 
361600:    1.00    2.025    0.024      -125779    0 
361700:    1.00    2.096    0.025      -125764    0 
361800:    1.00    2.173    0.023      -125756    0 
361900:    1.00    2.131    0.024      -125783    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
362000:    1.00    1.752    0.023      -125769    0 
362100:    1.00    1.826    0.026      -125765    0 
362200:    1.00    1.731    0.026      -125759    0 
362300:    1.00    1.643    0.034      -125754    0 
362400:    1.00    1.092    0.023      -125767    0 
362500:    1.00    1.245    0.028      -125743    0 
362600:    1.00    1.245    0.028      -125743    0 
362700:    1.00    1.259    0.037      -125774    0 
362800:    1.00    0.693    0.040      -125751    0 
362900:    1.00    0.918    0.031      -125767    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
363000:    1.00    0.423    0.035      -125759    0 
363100:    1.00    0.665    0.033      -125743    0 
363200:    1.00    0.861    0.032      -125761    0 
363300:    1.00    1.382    0.031      -125774    0 
363400:    1.00    1.367    0.039      -125766    0 
363500:    1.00    1.217    0.038      -125768    0 
363600:    1.00    1.466    0.036      -125758    0 
363700:    1.00    1.307    0.040      -125770    0 
363800:    1.00    1.800    0.040      -125759    0 
363900:    1.00    1.436    0.038      -125770    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
364000:    1.00    1.451    0.037      -125756    0 
364100:    1.00    1.516    0.050      -125763    0 
364200:    1.00    1.631    0.042      -125763    0 
364300:    1.00    1.782    0.032      -125744    0 
364400:    1.00    1.835    0.028      -125758    0 
364500:    1.00    2.328    0.038      -125768    0 
364600:    1.00    2.245    0.038      -125757    0 
364700:    1.00    1.876    0.038      -125775    0 
364800:    1.00    1.641    0.033      -125746    0 
364900:    1.00    1.658    0.034      -125745    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
365000:    1.00    1.957    0.036      -125770    0 
365100:    1.00    2.102    0.033      -125770    0 
365200:    1.00    2.042    0.027      -125767    0 
365300:    1.00    2.120    0.029      -125773    0 
365400:    1.00    2.843    0.034      -125745    0 
365500:    1.00    2.940    0.029      -125766    0 
365600:    1.00    3.148    0.033      -125757    0 
365700:    1.00    3.176    0.037      -125769    0 
365800:    1.00    2.627    0.039      -125760    0 
365900:    1.00    2.401    0.037      -125754    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
366000:    1.00    2.174    0.034      -125770    0 
366100:    1.00    1.963    0.033      -125759    0 
366200:    1.00    1.787    0.026      -125776    0 
366300:    1.00    1.777    0.027      -125756    0 
366400:    1.00    1.578    0.028      -125744    0 
366500:    1.00    1.512    0.029      -125747    0 
366600:    1.00    0.960    0.024      -125772    0 
366700:    1.00    1.195    0.021      -125752    0 
366800:    1.00    1.242    0.028      -125748    0 
366900:    1.00    1.442    0.030      -125753    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
367000:    1.00    1.155    0.030      -125763    0 
367100:    1.00    1.436    0.031      -125755    0 
367200:    1.00    1.525    0.030      -125782    0 
367300:    1.00    1.390    0.033      -125775    0 
367400:    1.00    1.430    0.047      -125759    0 
367500:    1.00    1.451    0.046      -125781    0 
367600:    1.00    1.225    0.028      -125767    0 
367700:    1.00    1.215    0.034      -125759    0 
367800:    1.00    1.284    0.031      -125777    0 
367900:    1.00    1.150    0.026      -125767    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
368000:    1.00    1.245    0.028      -125770    0 
368100:    1.00    1.391    0.036      -125766    0 
368200:    1.00    1.212    0.033      -125764    0 
368300:    1.00    1.346    0.029      -125749    0 
368400:    1.00    1.047    0.036      -125771    0 
368500:    1.00    1.111    0.034      -125761    0 
368600:    1.00    1.259    0.026      -125781    0 
368700:    1.00    1.540    0.030      -125759    0 
368800:    1.00    1.512    0.030      -125765    0 
368900:    1.00    1.864    0.030      -125772    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
369000:    1.00    1.736    0.035      -125772    0 
369100:    1.00    1.958    0.032      -125774    0 
369200:    1.00    1.734    0.027      -125740    0 
369300:    1.00    1.484    0.034      -125756    0 
369400:    1.00    1.085    0.048      -125755    0 
369500:    1.00    1.107    0.037      -125758    0 
369600:    1.00    1.043    0.040      -125782    0 
369700:    1.00    0.741    0.033      -125746    0 
369800:    1.00    0.711    0.036      -125773    0 
369900:    1.00    0.605    0.034      -125744    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
370000:    1.00    0.853    0.030      -125765    0 
370100:    1.00    0.536    0.035      -125766    0 
370200:    1.00    0.220    0.034      -125763    0 
370300:    1.00    0.341    0.030      -125756    0 
370400:    1.00    0.064    0.027      -125766    0 
370500:    1.00    0.214    0.028      -125762    0 
370600:    1.00    0.178    0.034      -125760    0 
370700:    1.00    0.229    0.040      -125764    0 
370800:    1.00    0.415    0.033      -125768    0 
370900:    1.00    0.698    0.033      -125750    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
371000:    1.00    1.001    0.037      -125763    0 
371100:    1.00    0.927    0.030      -125761    0 
371200:    1.00    1.158    0.037      -125748    0 
371300:    1.00    1.158    0.026      -125746    0 
371400:    1.00    0.665    0.022      -125769    0 
371500:    1.00    1.006    0.029      -125763    0 
371600:    1.00    0.712    0.023      -125755    0 
371700:    1.00    0.577    0.021      -125777    0 
371800:    1.00    0.326    0.027      -125772    0 
371900:    1.00    0.490    0.032      -125781    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
372000:    1.00    0.020    0.025      -125776    0 
372100:    1.00    0.103    0.029      -125749    0 
372200:    1.00    0.459    0.029      -125782    0 
372300:    1.00    0.287    0.030      -125762    0 
372400:    1.00    0.214    0.032      -125764    0 
372500:    1.00    0.538    0.027      -125761    0 
372600:    1.00    0.719    0.038      -125753    0 
372700:    1.00    0.530    0.032      -125771    0 
372800:    1.00    0.737    0.030      -125755    0 
372900:    1.00    0.614    0.037      -125774    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
373000:    1.00    0.635    0.034      -125771    0 
373100:    1.00    0.861    0.030      -125757    0 
373200:    1.00    1.053    0.041      -125771    0 
373300:    1.00    1.104    0.027      -125766    0 
373400:    1.00    1.115    0.030      -125770    0 
373500:    1.00    1.469    0.034      -125764    0 
373600:    1.00    1.460    0.033      -125773    0 
373700:    1.00    1.352    0.030      -125764    0 
373800:    1.00    1.323    0.027      -125761    0 
373900:    1.00    1.430    0.039      -125756    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
374000:    1.00    1.698    0.038      -125754    0 
374100:    1.00    1.662    0.027      -125769    0 
